url,original_url,registrable_domain,source,source_category,binary_label,scam_category,original_label,submitted_url,normalized_url,live_status,behavioural_eligible,hybrid_eligible,status_code,final_url,content_type,downloaded_bytes,redirect_count,html_available,error_type,error_message,audit_timestamp
https://kryptoelevate.com/,https://kryptoelevate.com/,kryptoelevate.com,scamferret,cryptocurrency,1,cryptocurrency,scam,https://kryptoelevate.com/,https://kryptoelevate.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:09.451244+00:00
https://joqkmmffxcs03cyudkjy5ky7naw6j0.pages.dev/smart89/,https://joqkmmffxcs03cyudkjy5ky7naw6j0.pages.dev/smart89/,pages.dev,scamferret,technical_support,1,technical_support,scam,https://joqkmmffxcs03cyudkjy5ky7naw6j0.pages.dev/smart89/,https://joqkmmffxcs03cyudkjy5ky7naw6j0.pages.dev/smart89/,inaccessible,0,0,500.0,https://joqkmmffxcs03cyudkjy5ky7naw6j0.pages.dev/smart89/,text/html,4694,0,1,,,2026-09-04T05:01:10.643626+00:00
https://www.juvelyrikosnamai.lt/,https://www.juvelyrikosnamai.lt,juvelyrikosnamai.lt,mendeley,online_shopping,0,legitimate,legitimate,https://www.juvelyrikosnamai.lt/,https://www.juvelyrikosnamai.lt/,accessible,1,1,200.0,https://www.juvelyrikosnamai.lt/,text/html,149213,0,1,,,2026-09-04T05:01:12.633593+00:00
https://home-page-1.masterdps.fr/client/home/,https://home-page-1.masterdps.fr/client/home/,masterdps.fr,phishtank,phishing,1,phishing,yes,https://home-page-1.masterdps.fr/client/home/,https://home-page-1.masterdps.fr/client/home/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:21.204644+00:00
https://www.bikeforword.com/,https://www.bikeforword.com,bikeforword.com,mendeley,online_shopping,1,online_shopping,fraudulent,https://www.bikeforword.com/,https://www.bikeforword.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:22.291849+00:00
https://altrainvests.ltd/,https://altrainvests.ltd/,altrainvests.ltd,scamferret,investment,1,investment,scam,https://altrainvests.ltd/,https://altrainvests.ltd/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:23.502807+00:00
https://haliteglobal.net/,https://haliteglobal.net/,haliteglobal.net,scamferret,cryptocurrency,1,cryptocurrency,scam,https://haliteglobal.net/,https://haliteglobal.net/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:25.505764+00:00
https://filmenoi2022.net/load/filme_dupa_gen/dragoste/it_ends_with_us_2024/10-1-0-2031,https://filmenoi2022.net/load/filme_dupa_gen/dragoste/it_ends_with_us_2024/10-1-0-2031,filmenoi2022.net,scamferret,technical_support,1,technical_support,scam,https://filmenoi2022.net/load/filme_dupa_gen/dragoste/it_ends_with_us_2024/10-1-0-2031,https://filmenoi2022.net/load/filme_dupa_gen/dragoste/it_ends_with_us_2024/10-1-0-2031,tls_failure,0,0,,https://filmenoi2022.net/load/filme_dupa_gen/dragoste/it_ends_with_us_2024/10-1-0-2031,,0,0,0,tls_error,[SSL: DECRYPTION_FAILED_OR_BAD_RECORD_MAC] decryption failed or bad record mac (_ssl.c:1002),2026-09-04T05:01:26.697949+00:00
https://www.lemonbaysoap.com/,https://www.lemonbaysoap.com/,lemonbaysoap.com,scamferret,online_shopping,0,legitimate,legitimate,https://www.lemonbaysoap.com/,https://www.lemonbaysoap.com/,accessible,1,1,200.0,https://lemonbaysoap.com/,text/html,7966,1,1,,,2026-09-04T05:01:29.244704+00:00
https://syangjaserofero.com/css11100/,https://syangjaserofero.com/css11100/,syangjaserofero.com,phishtank,phishing,1,phishing,yes,https://syangjaserofero.com/css11100/,https://syangjaserofero.com/css11100/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:33.212422+00:00
https://www.child-vogue.com/,https://www.child-vogue.com,child-vogue.com,mendeley,online_shopping,1,online_shopping,fraudulent,https://www.child-vogue.com/,https://www.child-vogue.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:45.369037+00:00
https://bestlifefutureinvestment.com/,https://bestlifefutureinvestment.com/,bestlifefutureinvestment.com,scamferret,investment,1,investment,scam,https://bestlifefutureinvestment.com/,https://bestlifefutureinvestment.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:46.556046+00:00
https://ftfxfinancialtrading.com/,https://ftfxfinancialtrading.com/,ftfxfinancialtrading.com,scamferret,cryptocurrency,1,cryptocurrency,scam,https://ftfxfinancialtrading.com/,https://ftfxfinancialtrading.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:47.798649+00:00
https://zcxzcxzcx.d2jk5f4fer48s8.amplifyapp.com/store.html,https://zcxzcxzcx.d2jk5f4fer48s8.amplifyapp.com/store.html,amplifyapp.com,scamferret,technical_support,1,technical_support,scam,https://zcxzcxzcx.d2jk5f4fer48s8.amplifyapp.com/store.html,https://zcxzcxzcx.d2jk5f4fer48s8.amplifyapp.com/store.html,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:49.042617+00:00
https://www.palladiumequity.com/,https://www.palladiumequity.com/,palladiumequity.com,scamferret,investment,0,legitimate,legitimate,https://www.palladiumequity.com/,https://www.palladiumequity.com/,accessible,1,1,200.0,https://www.palladiumequity.com/,text/html,44275,0,1,,,2026-09-04T05:01:50.247930+00:00
http://allegro.433943201294h843.lol/,http://allegro.433943201294h843.lol,433943201294h843.lol,phishtank,phishing,1,phishing,yes,http://allegro.433943201294h843.lol/,http://allegro.433943201294h843.lol/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:53.657629+00:00
https://www.approshop.com/,https://www.approshop.com,approshop.com,mendeley,online_shopping,1,online_shopping,fraudulent,https://www.approshop.com/,https://www.approshop.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:54.880983+00:00
https://fundvistax.com/,https://fundvistax.com/,fundvistax.com,scamferret,investment,1,investment,scam,https://fundvistax.com/,https://fundvistax.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:56.077434+00:00
https://girl-boutiq.com/,https://girl-boutiq.com/,girl-boutiq.com,scamferret,cryptocurrency,1,cryptocurrency,scam,https://girl-boutiq.com/,https://girl-boutiq.com/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:57.330772+00:00
https://squid-app-2-hlun5.ondigitalocean.app/,https://squid-app-2-hlun5.ondigitalocean.app/,ondigitalocean.app,scamferret,technical_support,1,technical_support,scam,https://squid-app-2-hlun5.ondigitalocean.app/,https://squid-app-2-hlun5.ondigitalocean.app/,dns_failure,0,0,,,,0,0,0,dns_failure,[Errno 11001] getaddrinfo failed,2026-09-04T05:01:58.542130+00:00
