url,original_url,registrable_domain,source,source_category,binary_label,scam_category,original_label,submitted_url,normalized_url,live_status,behavioural_eligible,hybrid_eligible,status_code,final_url,content_type,downloaded_bytes,redirect_count,html_available,error_type,error_message,audit_timestamp,submitted_hostname,final_hostname,submitted_registrable_domain,final_registrable_domain,same_registrable_domain,cross_domain_redirect,ground_truth_status,original_binary_label
https://fxretailer.com/,https://fxretailer.com/,fxretailer.com,scamferret,cryptocurrency,1,cryptocurrency,scam,https://fxretailer.com/,https://fxretailer.com/,accessible,1,1,200.0,https://www.hugedomains.com/domain_profile.cfm?d=fxretailer.com,text/html,43743,1,1,,,2026-09-04T05:17:40.817776+00:00,fxretailer.com,www.hugedomains.com,fxretailer.com,hugedomains.com,False,1,manual_reconciliation_required,1
https://www.alfrescodurable.com/,https://www.alfrescodurable.com,alfrescodurable.com,mendeley,online_shopping,1,online_shopping,fraudulent,https://www.alfrescodurable.com/,https://www.alfrescodurable.com/,accessible,1,1,200.0,https://www.alfrescodurable.com/,text/html,212902,0,1,,,2026-09-04T05:18:02.713536+00:00,www.alfrescodurable.com,www.alfrescodurable.com,alfrescodurable.com,alfrescodurable.com,True,0,historical_positive_uncertain_current,1
https://coco-kick.cc/,https://coco-kick.cc,coco-kick.cc,mendeley,online_shopping,1,online_shopping,fraudulent,https://coco-kick.cc/,https://coco-kick.cc/,accessible,1,1,200.0,http://ww547.coco-kick.cc/,text/html,31597,1,1,,,2026-09-04T05:20:56.581087+00:00,coco-kick.cc,ww547.coco-kick.cc,coco-kick.cc,coco-kick.cc,True,0,historical_positive_uncertain_current,1
https://us14.admin.mailchimp.com/lists/surveys/view?survey_id=1296,https://us14.admin.mailchimp.com/lists/surveys/view?survey_id=1296,mailchimp.com,phishtank,phishing,1,phishing,yes,https://us14.admin.mailchimp.com/lists/surveys/view?survey_id=1296,https://us14.admin.mailchimp.com/lists/surveys/view?survey_id=1296,accessible,1,1,200.0,https://login.mailchimp.com/?referrer=%2Flists%2Fsurveys%2Fview%3Fsurvey_id%3D1296,text/html,324412,1,1,,,2026-09-04T05:22:44.840476+00:00,us14.admin.mailchimp.com,login.mailchimp.com,mailchimp.com,mailchimp.com,True,0,provisional_current_positive,1
https://www.favoriteboxing.com/,https://www.favoriteboxing.com,favoriteboxing.com,mendeley,online_shopping,1,online_shopping,fraudulent,https://www.favoriteboxing.com/,https://www.favoriteboxing.com/,accessible,1,1,200.0,https://www.favoriteboxing.com/,text/html,114,0,1,,,2026-09-04T05:23:06.575457+00:00,www.favoriteboxing.com,www.favoriteboxing.com,favoriteboxing.com,favoriteboxing.com,True,0,historical_positive_uncertain_current,1
https://sharewealthcapital.com/,https://sharewealthcapital.com/,sharewealthcapital.com,scamferret,investment,1,investment,scam,https://sharewealthcapital.com/,https://sharewealthcapital.com/,accessible,1,1,200.0,https://sharewealthcapital.com/,text/html,86716,0,1,,,2026-09-04T05:23:08.857223+00:00,sharewealthcapital.com,sharewealthcapital.com,sharewealthcapital.com,sharewealthcapital.com,True,0,historical_positive_uncertain_current,1
https://cryptostockpulse.com/,https://cryptostockpulse.com/,cryptostockpulse.com,scamferret,investment,1,investment,scam,https://cryptostockpulse.com/,https://cryptostockpulse.com/,accessible,1,1,200.0,https://cryptostockpulse.com/,text/html,114,0,1,,,2026-09-04T05:27:05.626695+00:00,cryptostockpulse.com,cryptostockpulse.com,cryptostockpulse.com,cryptostockpulse.com,True,0,historical_positive_uncertain_current,1
https://mbarquitecto.cl/,https://mbarquitecto.cl/,mbarquitecto.cl,phishtank,phishing,1,phishing,yes,https://mbarquitecto.cl/,https://mbarquitecto.cl/,accessible,1,1,200.0,https://mbarquitecto.cl/,text/html,106899,0,1,,,2026-09-04T05:27:22.111453+00:00,mbarquitecto.cl,mbarquitecto.cl,mbarquitecto.cl,mbarquitecto.cl,True,0,provisional_current_positive,1
https://domainglobecapital.com/,https://domainglobecapital.com/,domainglobecapital.com,scamferret,investment,1,investment,scam,https://domainglobecapital.com/,https://domainglobecapital.com/,accessible,1,1,200.0,https://domainglobecapital.com/,text/html,54310,0,1,,,2026-09-04T05:27:46.535170+00:00,domainglobecapital.com,domainglobecapital.com,domainglobecapital.com,domainglobecapital.com,True,0,historical_positive_uncertain_current,1
http://www.coinmarketgive.de/,http://www.coinmarketgive.de/,coinmarketgive.de,scamferret,cryptocurrency,1,cryptocurrency,scam,http://www.coinmarketgive.de/,http://www.coinmarketgive.de/,accessible,1,1,200.0,http://www.coinmarketgive.de/,text/html,31780,0,1,,,2026-09-04T05:28:41.301871+00:00,www.coinmarketgive.de,www.coinmarketgive.de,coinmarketgive.de,coinmarketgive.de,True,0,historical_positive_uncertain_current,1
https://shake-time-garnet.heyflow.site/qb00ks,https://shake-time-garnet.heyflow.site/qb00ks#start,heyflow.site,phishtank,phishing,1,phishing,yes,https://shake-time-garnet.heyflow.site/qb00ks,https://shake-time-garnet.heyflow.site/qb00ks,accessible,1,1,200.0,https://shake-time-garnet.heyflow.site/qb00ks,text/html,188934,0,1,,,2026-09-04T05:29:00.122342+00:00,shake-time-garnet.heyflow.site,shake-time-garnet.heyflow.site,heyflow.site,heyflow.site,True,0,provisional_current_positive,1
https://dunscapitals.com/,https://dunscapitals.com/,dunscapitals.com,scamferret,investment,1,investment,scam,https://dunscapitals.com/,https://dunscapitals.com/,accessible,1,1,200.0,https://dunscapitals.com/,text/html,188845,0,1,,,2026-09-04T05:29:43.329757+00:00,dunscapitals.com,dunscapitals.com,dunscapitals.com,dunscapitals.com,True,0,historical_positive_uncertain_current,1
http://boostbyq.com/,http://boostbyq.com/,boostbyq.com,phishtank,phishing,1,phishing,yes,http://boostbyq.com/,http://boostbyq.com/,accessible,1,1,200.0,https://boostbyq.com/,text/html,161248,1,1,,,2026-09-04T05:31:03.507795+00:00,boostbyq.com,boostbyq.com,boostbyq.com,boostbyq.com,True,0,provisional_current_positive,1
https://mpistudios.net/login-check.html,https://mpistudios.net/login-check.html,mpistudios.net,phishtank,phishing,1,phishing,yes,https://mpistudios.net/login-check.html,https://mpistudios.net/login-check.html,accessible,1,1,200.0,https://mpistudios.net/login-check.html,text/html,3329,0,1,,,2026-09-04T05:32:28.901661+00:00,mpistudios.net,mpistudios.net,mpistudios.net,mpistudios.net,True,0,provisional_current_positive,1
https://fitshoesshop.com/,https://fitshoesshop.com/,fitshoesshop.com,scamferret,online_shopping,1,online_shopping,scam,https://fitshoesshop.com/,https://fitshoesshop.com/,accessible,1,1,200.0,https://www.fitshoesshop.com/,text/html,1530434,1,1,,,2026-09-04T05:33:08.281896+00:00,fitshoesshop.com,www.fitshoesshop.com,fitshoesshop.com,fitshoesshop.com,True,0,historical_positive_uncertain_current,1
https://coinplustrade.com/,https://coinplustrade.com/,coinplustrade.com,scamferret,cryptocurrency,1,cryptocurrency,scam,https://coinplustrade.com/,https://coinplustrade.com/,accessible,1,1,200.0,https://www.hugedomains.com/domain_profile.cfm?d=coinplustrade.com,text/html,43901,1,1,,,2026-09-04T05:33:15.778349+00:00,coinplustrade.com,www.hugedomains.com,coinplustrade.com,hugedomains.com,False,1,manual_reconciliation_required,1
http://eyefix.fun/82tCaI-ybOFKRiyncVdIXt6eD-0WiHPkAyVG76C3WpgSN7lh7A,http://eyefix.fun/82tCaI-ybOFKRiyncVdIXt6eD-0WiHPkAyVG76C3WpgSN7lh7A,eyefix.fun,phishtank,phishing,1,phishing,yes,http://eyefix.fun/82tCaI-ybOFKRiyncVdIXt6eD-0WiHPkAyVG76C3WpgSN7lh7A,http://eyefix.fun/82tCaI-ybOFKRiyncVdIXt6eD-0WiHPkAyVG76C3WpgSN7lh7A,accessible,1,1,200.0,https://accessvalidation.link/session-94gJ1OUmi2/,text/html,2008,3,1,,,2026-09-04T05:33:54.547612+00:00,eyefix.fun,accessvalidation.link,eyefix.fun,accessvalidation.link,False,1,manual_reconciliation_required,1
http://jerrybeers.com/,http://jerrybeers.com,jerrybeers.com,phishtank,phishing,1,phishing,yes,http://jerrybeers.com/,http://jerrybeers.com/,accessible,1,1,200.0,http://jerrybeers.com/,text/html,57829,0,1,,,2026-09-04T05:34:08.491581+00:00,jerrybeers.com,jerrybeers.com,jerrybeers.com,jerrybeers.com,True,0,provisional_current_positive,1
https://bitfluxlimited.org/,https://bitfluxlimited.org/,bitfluxlimited.org,scamferret,cryptocurrency,1,cryptocurrency,scam,https://bitfluxlimited.org/,https://bitfluxlimited.org/,accessible,1,1,200.0,https://bitfluxlimited.org/,text/html,39074,0,1,,,2026-09-04T05:34:54.716634+00:00,bitfluxlimited.org,bitfluxlimited.org,bitfluxlimited.org,bitfluxlimited.org,True,0,historical_positive_uncertain_current,1
http://satoshi-btc.com/,http://satoshi-btc.com/,satoshi-btc.com,scamferret,cryptocurrency,1,cryptocurrency,scam,http://satoshi-btc.com/,http://satoshi-btc.com/,accessible,1,1,200.0,http://satoshi-btc.com/,text/html,605912,0,1,,,2026-09-04T05:36:28.393613+00:00,satoshi-btc.com,satoshi-btc.com,satoshi-btc.com,satoshi-btc.com,True,0,historical_positive_uncertain_current,1
https://brownwealthtrade.com/,https://brownwealthtrade.com/,brownwealthtrade.com,scamferret,investment,1,investment,scam,https://brownwealthtrade.com/,https://brownwealthtrade.com/,accessible,1,1,200.0,https://brownwealthtrade.com/,text/html,114,0,1,,,2026-09-04T05:36:51.524292+00:00,brownwealthtrade.com,brownwealthtrade.com,brownwealthtrade.com,brownwealthtrade.com,True,0,historical_positive_uncertain_current,1
https://hypergogostore.shop/,https://hypergogostore.shop/,hypergogostore.shop,scamferret,online_shopping,1,online_shopping,scam,https://hypergogostore.shop/,https://hypergogostore.shop/,accessible,1,1,200.0,https://hypergogostore.shop/,text/html,344741,0,1,,,2026-09-04T05:37:53.289264+00:00,hypergogostore.shop,hypergogostore.shop,hypergogostore.shop,hypergogostore.shop,True,0,historical_positive_uncertain_current,1
http://telemvgna.com/,http://telemvgna.com,telemvgna.com,phishtank,phishing,1,phishing,yes,http://telemvgna.com/,http://telemvgna.com/,accessible,1,1,200.0,http://telemvgna.com/,text/html,7370,0,1,,,2026-09-04T05:38:02.512855+00:00,telemvgna.com,telemvgna.com,telemvgna.com,telemvgna.com,True,0,provisional_current_positive,1
https://dardsaaz.com/docusign/Mac/utility.php/download/download/index.php/,https://dardsaaz.com/docusign/Mac/utility.php/download/download/index.php/,dardsaaz.com,phishtank,phishing,1,phishing,yes,https://dardsaaz.com/docusign/Mac/utility.php/download/download/index.php/,https://dardsaaz.com/docusign/Mac/utility.php/download/download/index.php/,accessible,1,1,200.0,https://dardsaaz.com/cgi-sys/suspendedpage.cgi,text/html,7618,1,1,,,2026-09-04T05:38:37.568003+00:00,dardsaaz.com,dardsaaz.com,dardsaaz.com,dardsaaz.com,True,0,provisional_current_positive,1
https://banbif-com-pe.fortimailcloud.com/,https://banbif-com-pe.fortimailcloud.com/,fortimailcloud.com,phishtank,phishing,1,phishing,yes,https://banbif-com-pe.fortimailcloud.com/,https://banbif-com-pe.fortimailcloud.com/,accessible,1,1,200.0,https://banbif-com-pe.fortimailcloud.com/,text/html,50,0,1,,,2026-09-04T05:39:01.733896+00:00,banbif-com-pe.fortimailcloud.com,banbif-com-pe.fortimailcloud.com,fortimailcloud.com,fortimailcloud.com,True,0,provisional_current_positive,1
https://bestpillsnetwork.com/,https://bestpillsnetwork.com,bestpillsnetwork.com,mendeley,online_shopping,1,online_shopping,fraudulent,https://bestpillsnetwork.com/,https://bestpillsnetwork.com/,accessible,1,1,200.0,https://bestpillsnetwork.com/,text/html,79946,0,1,,,2026-09-04T05:39:27.100581+00:00,bestpillsnetwork.com,bestpillsnetwork.com,bestpillsnetwork.com,bestpillsnetwork.com,True,0,historical_positive_uncertain_current,1
https://www.beastiemania.com/gigog/show.php?g=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FAkGeWN0PsWgSy.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjY1NzI2ZTY1NzU2NTcyNmUyZTczNzA2YjJkNzQ2MTZlMmU3NDZmNzAyZjczNzQ2MTcyNzQyZTcwNjg3MDIzNzQzMTRkNTM0YzcwNzg3OQ%3D%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,https://www.beastiemania.com/gigog/show.php?g=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FAkGeWN0PsWgSy.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjY1NzI2ZTY1NzU2NTcyNmUyZTczNzA2YjJkNzQ2MTZlMmU3NDZmNzAyZjczNzQ2MTcyNzQyZTcwNjg3MDIzNzQzMTRkNTM0YzcwNzg3OQ%3D%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,beastiemania.com,phishtank,phishing,1,phishing,yes,https://www.beastiemania.com/gigog/show.php?g=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FAkGeWN0PsWgSy.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjY1NzI2ZTY1NzU2NTcyNmUyZTczNzA2YjJkNzQ2MTZlMmU3NDZmNzAyZjczNzQ2MTcyNzQyZTcwNjg3MDIzNzQzMTRkNTM0YzcwNzg3OQ%3D%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,https://www.beastiemania.com/gigog/show.php?g=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FAkGeWN0PsWgSy.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjY1NzI2ZTY1NzU2NTcyNmUyZTczNzA2YjJkNzQ2MTZlMmU3NDZmNzAyZjczNzQ2MTcyNzQyZTcwNjg3MDIzNzQzMTRkNTM0YzcwNzg3OQ%3D%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,accessible,1,1,200.0,https://www.beastiemania.com/gigog/show.php?g=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FAkGeWN0PsWgSy.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjY1NzI2ZTY1NzU2NTcyNmUyZTczNzA2YjJkNzQ2MTZlMmU3NDZmNzAyZjczNzQ2MTcyNzQyZTcwNjg3MDIzNzQzMTRkNTM0YzcwNzg3OQ%3D%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,text/html,7760,0,1,,,2026-09-04T05:43:01.618700+00:00,www.beastiemania.com,www.beastiemania.com,beastiemania.com,beastiemania.com,True,0,provisional_current_positive,1
https://zoom.murigu.com/,https://zoom.murigu.com/,murigu.com,phishtank,phishing,1,phishing,yes,https://zoom.murigu.com/,https://zoom.murigu.com/,accessible,1,1,200.0,https://zoom.murigu.com/,text/html,407,0,1,,,2026-09-04T05:43:25.872054+00:00,zoom.murigu.com,zoom.murigu.com,murigu.com,murigu.com,True,0,provisional_current_positive,1
https://bmpharmacyofficial.com/,https://bmpharmacyofficial.com,bmpharmacyofficial.com,mendeley,online_shopping,1,online_shopping,fraudulent,https://bmpharmacyofficial.com/,https://bmpharmacyofficial.com/,accessible,1,1,200.0,https://bmpharmacyofficial.com/,text/html,59440,0,1,,,2026-09-04T05:43:39.224267+00:00,bmpharmacyofficial.com,bmpharmacyofficial.com,bmpharmacyofficial.com,bmpharmacyofficial.com,True,0,historical_positive_uncertain_current,1
https://cazoofinace.com/,https://cazoofinace.com/,cazoofinace.com,scamferret,investment,1,investment,scam,https://cazoofinace.com/,https://cazoofinace.com/,accessible,1,1,200.0,https://cazoofinace.com/,text/html,115451,0,1,,,2026-09-04T05:44:43.524443+00:00,cazoofinace.com,cazoofinace.com,cazoofinace.com,cazoofinace.com,True,0,historical_positive_uncertain_current,1
https://harvest-growth.org/,https://harvest-growth.org/,harvest-growth.org,scamferret,cryptocurrency,1,cryptocurrency,scam,https://harvest-growth.org/,https://harvest-growth.org/,accessible,1,1,200.0,https://harvest-growth.org/,text/html,50702,0,1,,,2026-09-04T05:44:46.923743+00:00,harvest-growth.org,harvest-growth.org,harvest-growth.org,harvest-growth.org,True,0,historical_positive_uncertain_current,1
https://mirrortrades.com/,https://mirrortrades.com/,mirrortrades.com,scamferret,cryptocurrency,1,cryptocurrency,scam,https://mirrortrades.com/,https://mirrortrades.com/,accessible,1,1,200.0,https://mirrortrades.com/,text/html,2682,0,1,,,2026-09-04T05:45:18.666265+00:00,mirrortrades.com,mirrortrades.com,mirrortrades.com,mirrortrades.com,True,0,historical_positive_uncertain_current,1
https://www.kindermobelre.com/,https://www.kindermobelre.com,kindermobelre.com,mendeley,online_shopping,1,online_shopping,fraudulent,https://www.kindermobelre.com/,https://www.kindermobelre.com/,accessible,1,1,200.0,https://www.kindermobelre.com/,text/html,143820,0,1,,,2026-09-04T05:45:51.348126+00:00,www.kindermobelre.com,www.kindermobelre.com,kindermobelre.com,kindermobelre.com,True,0,historical_positive_uncertain_current,1
https://florininvestments.com/,https://florininvestments.com/,florininvestments.com,scamferret,investment,1,investment,scam,https://florininvestments.com/,https://florininvestments.com/,accessible,1,1,200.0,https://www.florininvestments.com/,text/html,53488,1,1,,,2026-09-04T05:45:55.631340+00:00,florininvestments.com,www.florininvestments.com,florininvestments.com,florininvestments.com,True,0,historical_positive_uncertain_current,1
https://tradingscoin.net/,https://tradingscoin.net/,tradingscoin.net,scamferret,cryptocurrency,1,cryptocurrency,scam,https://tradingscoin.net/,https://tradingscoin.net/,accessible,1,1,200.0,https://tradingscoin.net/,text/html,51877,0,1,,,2026-09-04T05:46:02.623684+00:00,tradingscoin.net,tradingscoin.net,tradingscoin.net,tradingscoin.net,True,0,historical_positive_uncertain_current,1
https://bit-gpt.org/,https://bit-gpt.org/,bit-gpt.org,scamferret,cryptocurrency,1,cryptocurrency,scam,https://bit-gpt.org/,https://bit-gpt.org/,accessible,1,1,200.0,https://bit-gpt.org/,text/html,47479,0,1,,,2026-09-04T05:49:09.912281+00:00,bit-gpt.org,bit-gpt.org,bit-gpt.org,bit-gpt.org,True,0,historical_positive_uncertain_current,1
https://www.fashionflairr.com/,https://www.fashionflairr.com,fashionflairr.com,mendeley,online_shopping,1,online_shopping,fraudulent,https://www.fashionflairr.com/,https://www.fashionflairr.com/,accessible,1,1,200.0,https://theeverydaymisc.com/,text/html,137833,1,1,,,2026-09-04T05:49:30.208559+00:00,www.fashionflairr.com,theeverydaymisc.com,fashionflairr.com,theeverydaymisc.com,False,1,manual_reconciliation_required,1
https://vp3s0bkysan.jp.larksuite.com/docx/W3xtdMipJoKIl0xRBQEjt9Efp02,https://vp3s0bkysan.jp.larksuite.com/docx/W3xtdMipJoKIl0xRBQEjt9Efp02,larksuite.com,phishtank,phishing,1,phishing,yes,https://vp3s0bkysan.jp.larksuite.com/docx/W3xtdMipJoKIl0xRBQEjt9Efp02,https://vp3s0bkysan.jp.larksuite.com/docx/W3xtdMipJoKIl0xRBQEjt9Efp02,accessible,1,1,200.0,https://vp3s0bkysan.jp.larksuite.com/docx/W3xtdMipJoKIl0xRBQEjt9Efp02,text/html,785024,5,1,,,2026-09-04T05:50:04.310695+00:00,vp3s0bkysan.jp.larksuite.com,vp3s0bkysan.jp.larksuite.com,larksuite.com,larksuite.com,True,0,provisional_current_positive,1
http://144.217.58.192/,http://144.217.58.192/,144.217.58.192,phishtank,phishing,1,phishing,yes,http://144.217.58.192/,http://144.217.58.192/,accessible,1,1,200.0,http://144.217.58.192/,text/html,163,0,1,,,2026-09-04T05:50:44.629332+00:00,144.217.58.192,144.217.58.192,144.217.58.192,144.217.58.192,True,0,provisional_current_positive,1
https://bit.ly/4brb80E,https://bit.ly/4brb80E,bit.ly,phishtank,phishing,1,phishing,yes,https://bit.ly/4brb80E,https://bit.ly/4brb80E,accessible,1,1,200.0,https://bit.ly/4brb80E,text/html,5551,0,1,,,2026-09-04T05:51:02.899578+00:00,bit.ly,bit.ly,bit.ly,bit.ly,True,0,provisional_current_positive,1
https://centralinn.qa/x,https://centralinn.qa/x,centralinn.qa,phishtank,phishing,1,phishing,yes,https://centralinn.qa/x,https://centralinn.qa/x,accessible,1,1,200.0,https://centralinn.qa/x,text/html,57542,0,1,,,2026-09-04T05:51:53.728377+00:00,centralinn.qa,centralinn.qa,centralinn.qa,centralinn.qa,True,0,provisional_current_positive,1
https://goodlook.shop/,https://goodlook.shop,goodlook.shop,mendeley,online_shopping,1,online_shopping,fraudulent,https://goodlook.shop/,https://goodlook.shop/,accessible,1,1,200.0,https://goodlook.shop/,text/html,114,0,1,,,2026-09-04T05:51:57.661188+00:00,goodlook.shop,goodlook.shop,goodlook.shop,goodlook.shop,True,0,historical_positive_uncertain_current,1
https://profinex.org/,https://profinex.org/,profinex.org,scamferret,investment,1,investment,scam,https://profinex.org/,https://profinex.org/,accessible,1,1,200.0,https://profinex.org/,text/html,13960,0,1,,,2026-09-04T05:51:59.871737+00:00,profinex.org,profinex.org,profinex.org,profinex.org,True,0,historical_positive_uncertain_current,1
