url,original_url,registrable_domain,source,source_category,binary_label,scam_category,original_label,source_record_id,submission_time,verification_time,target,collection_timestamp
https://www.mynetflxmonthlyrenw.com/,https://www.mynetflxmonthlyrenw.com/,mynetflxmonthlyrenw.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9516110,2026-09-02T09:29:47+00:00,2026-09-02T11:11:51+00:00,Netflix,2026-09-04T07:17:35.831504+00:00
https://www.ananeosi-melous.com/,https://www.ananeosi-melous.com/,ananeosi-melous.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9516094,2026-09-02T09:03:40+00:00,2026-09-02T11:02:26+00:00,Netflix,2026-09-04T07:17:35.831504+00:00
https://pwtzpa54fhlo7dlu5sq47z4nl6ibkcsbfdj3fshbjpslekzizgyq.ar.vnnode.com/faeXg7wp1u-NdOyhz-eNX5AVCkEo07LI4UvksisoybE?e=aaa.bbb@ovhcloud.com,https://pwtzpa54fhlo7dlu5sq47z4nl6ibkcsbfdj3fshbjpslekzizgyq.ar.vnnode.com/faeXg7wp1u-NdOyhz-eNX5AVCkEo07LI4UvksisoybE?e=aaa.bbb@ovhcloud.com,vnnode.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9516077,2026-09-02T08:35:23+00:00,2026-09-02T11:02:26+00:00,Other,2026-09-04T07:17:35.831504+00:00
http://equinor-landingpage.my.canva.site,http://equinor-landingpage.my.canva.site,canva.site,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9516069,2026-09-02T08:26:23+00:00,2026-09-02T11:02:26+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://instant-as-built.de/Acmecos/download.html,https://instant-as-built.de/Acmecos/download.html,instant-as-built.de,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9516063,2026-09-02T08:20:03+00:00,2026-09-02T11:02:26+00:00,Adobe,2026-09-04T07:17:35.831504+00:00
http://ag-techs.com/,http://ag-techs.com/,ag-techs.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9516039,2026-09-02T07:48:38+00:00,2026-09-02T10:51:51+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://mimosawedding.vn/w/,https://mimosawedding.vn/w/,mimosawedding.vn,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9516037,2026-09-02T07:47:59+00:00,2026-09-02T10:51:51+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://hlfwa.koeller-it-consulting.com/california/login,https://hlfwa.koeller-it-consulting.com/california/login,koeller-it-consulting.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9516001,2026-09-02T07:27:10+00:00,2026-09-02T10:32:26+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://jtechnet.com.br/DigitalToken/DBS/DBS/,https://jtechnet.com.br/DigitalToken/DBS/DBS/,jtechnet.com.br,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515981,2026-09-02T07:10:52+00:00,2026-09-02T10:32:26+00:00,Other,2026-09-04T07:17:35.831504+00:00
http://allegro.239492341.casa,http://allegro.239492341.casa,239492341.casa,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515979,2026-09-02T07:09:08+00:00,2026-09-02T10:32:26+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
https://nextgenafrica.org/amendes-antai-gouv/infractions/redirect,https://nextgenafrica.org/amendes-antai-gouv/infractions/redirect,nextgenafrica.org,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515049,2026-09-01T13:50:29+00:00,2026-09-02T10:22:04+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://allegrolokalnie.plkupteraz76437265321.sbs/oferta/Konsol%C4%99-SONY-PlayStation-5-Slim/529605663,https://allegrolokalnie.plkupteraz76437265321.sbs/oferta/Konsol%C4%99-SONY-PlayStation-5-Slim/529605663,plkupteraz76437265321.sbs,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515960,2026-09-02T07:02:33+00:00,2026-09-02T07:12:00+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
https://cm-secupassinfo.com/,https://cm-secupassinfo.com/,cm-secupassinfo.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515924,2026-09-02T06:36:07+00:00,2026-09-02T06:41:53+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://sante-vitalite-aide.com,https://sante-vitalite-aide.com,sante-vitalite-aide.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515903,2026-09-02T06:09:30+00:00,2026-09-02T06:21:54+00:00,Netflix,2026-09-04T07:17:35.831504+00:00
https://renew-my-subscription.com/,https://renew-my-subscription.com/,renew-my-subscription.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515901,2026-09-02T06:08:54+00:00,2026-09-02T06:21:54+00:00,Netflix,2026-09-04T07:17:35.831504+00:00
https://infopakkhl-ee.com/,https://infopakkhl-ee.com/,infopakkhl-ee.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515624,2026-09-01T23:12:32+00:00,2026-09-01T23:21:54+00:00,DHL,2026-09-04T07:17:35.831504+00:00
https://powerlyy.shop/soFbneFy,https://powerlyy.shop/soFbneFy,powerlyy.shop,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515596,2026-09-01T22:56:44+00:00,2026-09-01T23:11:54+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://mhjs.shop/soFbneFy/,https://mhjs.shop/soFbneFy/,mhjs.shop,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515595,2026-09-01T22:56:41+00:00,2026-09-01T23:11:54+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://mdjk.shop/soFbneFy/,https://mdjk.shop/soFbneFy/,mdjk.shop,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515594,2026-09-01T22:56:38+00:00,2026-09-01T23:11:54+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://bdyt.shop/soFbneFy/,https://bdyt.shop/soFbneFy/,bdyt.shop,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515592,2026-09-01T22:56:31+00:00,2026-09-01T23:11:54+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://ymzk.shop/soFbneFy/,https://ymzk.shop/soFbneFy/,ymzk.shop,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515590,2026-09-01T22:56:26+00:00,2026-09-01T23:11:54+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://bdjr.shop/soFbneFy/,https://bdjr.shop/soFbneFy/,bdjr.shop,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515589,2026-09-01T22:56:23+00:00,2026-09-01T23:11:54+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://magnu.shop/soFbneFy/,https://magnu.shop/soFbneFy/,magnu.shop,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515582,2026-09-01T22:56:07+00:00,2026-09-01T23:02:27+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://xsfh.shop/soFbneFy/,https://xsfh.shop/soFbneFy/,xsfh.shop,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515570,2026-09-01T22:55:51+00:00,2026-09-01T23:02:27+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://mgyk.shop/soFbneFy/,https://mgyk.shop/soFbneFy/,mgyk.shop,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515569,2026-09-01T22:55:48+00:00,2026-09-01T23:02:27+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://wycl.shop/soFbneFy/,https://wycl.shop/soFbneFy/,wycl.shop,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515567,2026-09-01T22:55:41+00:00,2026-09-01T23:02:27+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://amitys.shop/soFbneFy/,https://amitys.shop/soFbneFy/,amitys.shop,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515565,2026-09-01T22:55:34+00:00,2026-09-01T23:02:27+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://lczswzi.com/ncr/vvyihnqu/uilbqd/swpb/vmaoom/woykr/bpkhqq/alg,https://lczswzi.com/ncr/vvyihnqu/uilbqd/swpb/vmaoom/woykr/bpkhqq/alg,lczswzi.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515542,2026-09-01T22:25:38+00:00,2026-09-01T22:31:51+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://taxasnovasreduzidas.sbs/?qwuN8ju6DUOYv4J,https://taxasnovasreduzidas.sbs/?qwuN8ju6DUOYv4J,taxasnovasreduzidas.sbs,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515528,2026-09-01T22:07:38+00:00,2026-09-01T22:11:59+00:00,Other,2026-09-04T07:17:35.831504+00:00
http://allegrolokalnie.pl-oferta739167821.shop,http://allegrolokalnie.pl-oferta739167821.shop,pl-oferta739167821.shop,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515460,2026-09-01T21:28:38+00:00,2026-09-01T21:32:10+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
https://app.bisabancobo.com/,https://app.bisabancobo.com/,bisabancobo.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515434,2026-09-01T21:08:11+00:00,2026-09-01T21:11:49+00:00,Other,2026-09-04T07:17:35.831504+00:00
http://allegrolokalnie.8019247.lol/oferta/sony-ps5-slim-disc-edition-cfi-2116--kontroler,http://allegrolokalnie.8019247.lol/oferta/sony-ps5-slim-disc-edition-cfi-2116--kontroler,8019247.lol,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515407,2026-09-01T20:26:37+00:00,2026-09-01T20:32:02+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
https://allegrolokalnie.pln385.lol/myjka-ci%C5%9Bnieniowa-karcher-k7/63379,https://allegrolokalnie.pln385.lol/myjka-ci%C5%9Bnieniowa-karcher-k7/63379,pln385.lol,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515372,2026-09-01T19:47:18+00:00,2026-09-01T20:02:41+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
https://allegrolokalnie.rezerwacja5274.click/xbox-series-x-1tb-i-5-pad%C3%B3w-i-/87977,https://allegrolokalnie.rezerwacja5274.click/xbox-series-x-1tb-i-5-pad%C3%B3w-i-/87977,rezerwacja5274.click,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515315,2026-09-01T19:35:42+00:00,2026-09-01T19:42:00+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
https://irsgovidmec7941f4d73b81490ed15f9438d3a5160.orofly.com.br/id?c7941f4d,https://irsgovidmec7941f4d73b81490ed15f9438d3a5160.orofly.com.br/id?c7941f4d,orofly.com.br,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514990,2026-09-01T12:21:03+00:00,2026-09-01T19:42:00+00:00,Internal Revenue Service,2026-09-04T07:17:35.831504+00:00
https://allegrolokalnie.pl59133.top/oferta/id-mf2rurofq-Zaciskarka-Rothenberger-Romax-4000,https://allegrolokalnie.pl59133.top/oferta/id-mf2rurofq-Zaciskarka-Rothenberger-Romax-4000,pl59133.top,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515292,2026-09-01T19:15:00+00:00,2026-09-01T19:21:59+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
http://allegro.platnosc402199421.xyz,http://allegro.platnosc402199421.xyz,platnosc402199421.xyz,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515288,2026-09-01T19:11:51+00:00,2026-09-01T19:21:59+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
https://allegrolokalnie.lokalna-0904921.sbs,https://allegrolokalnie.lokalna-0904921.sbs,lokalna-0904921.sbs,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515284,2026-09-01T18:56:15+00:00,2026-09-01T19:11:53+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
https://netempresabia.help/,https://netempresabia.help/,netempresabia.help,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515281,2026-09-01T18:51:07+00:00,2026-09-01T19:11:53+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://acessopjbra.online/,https://acessopjbra.online/,acessopjbra.online,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515280,2026-09-01T18:50:08+00:00,2026-09-01T19:11:53+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://asendergroup.com/,https://asendergroup.com/,asendergroup.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515270,2026-09-01T18:33:37+00:00,2026-09-01T19:02:35+00:00,Other,2026-09-04T07:17:35.831504+00:00
http://allegrolokalnie.directshop.club,http://allegrolokalnie.directshop.club,directshop.club,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515251,2026-09-01T18:25:10+00:00,2026-09-01T18:31:55+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
http://allegrolokalnie.plkupteraz732185943781.click,http://allegrolokalnie.plkupteraz732185943781.click,plkupteraz732185943781.click,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515243,2026-09-01T18:11:06+00:00,2026-09-01T18:22:02+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
https://bradesco.sincronizacaopjonline.digital,https://bradesco.sincronizacaopjonline.digital,sincronizacaopjonline.digital,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515236,2026-09-01T18:00:13+00:00,2026-09-01T18:11:57+00:00,Bradesco,2026-09-04T07:17:35.831504+00:00
https://allegrolokalnie.pl-x37yq.sbs/oferta/super-stan-tablet-apple-ipad-11-a16-128gb-srebrny-gwarancja-apple-pencil-e-4pllw,https://allegrolokalnie.pl-x37yq.sbs/oferta/super-stan-tablet-apple-ipad-11-a16-128gb-srebrny-gwarancja-apple-pencil-e-4pllw,pl-x37yq.sbs,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515184,2026-09-01T16:56:50+00:00,2026-09-01T17:02:24+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
http://diagnostico.huana.mx/,http://diagnostico.huana.mx/,huana.mx,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515045,2026-09-01T13:31:49+00:00,2026-09-01T15:42:11+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://mywkj168.com/uid_8192201297?ticket=mAurNXmMYR,https://mywkj168.com/uid_8192201297?ticket=mAurNXmMYR,mywkj168.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515138,2026-09-01T15:26:57+00:00,2026-09-01T15:32:03+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://konyatabelareklam.com/disog,https://konyatabelareklam.com/disog,konyatabelareklam.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515137,2026-09-01T15:25:06+00:00,2026-09-01T15:32:03+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://0hc2qc.info/article/t1q2mhcqm4,https://0hc2qc.info/article/t1q2mhcqm4,0hc2qc.info,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515136,2026-09-01T15:24:54+00:00,2026-09-01T15:32:03+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://bgrqw.com/guide/1adtCnumPh,https://bgrqw.com/guide/1adtCnumPh,bgrqw.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515135,2026-09-01T15:24:38+00:00,2026-09-01T15:32:03+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://zhenjiang-group.com/uid_1151917361?ticket=rCgGLyRWZI,https://zhenjiang-group.com/uid_1151917361?ticket=rCgGLyRWZI,zhenjiang-group.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515134,2026-09-01T15:20:34+00:00,2026-09-01T15:32:03+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://zhongyuan183.com/RQXzyWBB1n.ed.jp,https://zhongyuan183.com/RQXzyWBB1n.ed.jp,zhongyuan183.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515133,2026-09-01T15:20:13+00:00,2026-09-01T15:32:03+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://geynl.com/press/RmkiBIVclp,https://geynl.com/press/RmkiBIVclp,geynl.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515132,2026-09-01T15:19:54+00:00,2026-09-01T15:21:55+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://lecaikejiao.com/uid_4673027932?ticket=ofuT1ALEqM,https://lecaikejiao.com/uid_4673027932?ticket=ofuT1ALEqM,lecaikejiao.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515128,2026-09-01T15:17:58+00:00,2026-09-01T15:21:55+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://xinlianjian.com/visit/kkuhicgpsi,https://xinlianjian.com/visit/kkuhicgpsi,xinlianjian.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515127,2026-09-01T15:17:29+00:00,2026-09-01T15:21:55+00:00,Other,2026-09-04T07:17:35.831504+00:00
http://allegrolokalnie.oferta-2117324.cfd/logowanie/13362,http://allegrolokalnie.oferta-2117324.cfd/logowanie/13362,oferta-2117324.cfd,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515121,2026-09-01T15:12:08+00:00,2026-09-01T15:21:55+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
https://allegrolokalnie.pl-loka.shop/,https://allegrolokalnie.pl-loka.shop/,pl-loka.shop,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515110,2026-09-01T14:44:41+00:00,2026-09-01T14:51:49+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
https://cuponsdasemana.com/produto/6954887606,https://cuponsdasemana.com/produto/6954887606,cuponsdasemana.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515103,2026-09-01T14:32:45+00:00,2026-09-01T14:42:49+00:00,Other,2026-09-04T07:17:35.831504+00:00
http://allegrolokalnie.pl-109772.cfd/logowanie/32053,http://allegrolokalnie.pl-109772.cfd/logowanie/32053,pl-109772.cfd,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515101,2026-09-01T14:21:09+00:00,2026-09-01T14:31:57+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
http://allegro.kupteraz429199421.xyz,http://allegro.kupteraz429199421.xyz,kupteraz429199421.xyz,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515064,2026-09-01T13:59:08+00:00,2026-09-01T14:02:30+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
http://artemis-africa.com/redirect/,http://artemis-africa.com/redirect/,artemis-africa.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515050,2026-09-01T13:50:52+00:00,2026-09-01T14:02:30+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://areaclienti.mftipolito.com/4409b78726a17720baaa77a111bbbac7/AreaUtenti_Lang.php,https://areaclienti.mftipolito.com/4409b78726a17720baaa77a111bbbac7/AreaUtenti_Lang.php,mftipolito.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515035,2026-09-01T13:06:39+00:00,2026-09-01T13:11:51+00:00,Other,2026-09-04T07:17:35.831504+00:00
http://allegro.lokalna-0493729.sbs,http://allegro.lokalna-0493729.sbs,lokalna-0493729.sbs,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515021,2026-09-01T12:56:43+00:00,2026-09-01T13:02:24+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
https://primemultimediach.com/,https://primemultimediach.com/,primemultimediach.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515013,2026-09-01T12:51:35+00:00,2026-09-01T13:02:24+00:00,Amazon.com,2026-09-04T07:17:35.831504+00:00
https://oppositionmona.net/,https://oppositionmona.net/,oppositionmona.net,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515007,2026-09-01T12:37:44+00:00,2026-09-01T12:42:42+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://bradesco.segurancaempresaweb.digital/,https://bradesco.segurancaempresaweb.digital/,segurancaempresaweb.digital,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515001,2026-09-01T12:28:10+00:00,2026-09-01T12:31:59+00:00,Bradesco,2026-09-04T07:17:35.831504+00:00
https://bradesco.segurancaempresaweb.click/,https://bradesco.segurancaempresaweb.click/,segurancaempresaweb.click,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9515000,2026-09-01T12:28:04+00:00,2026-09-01T12:31:59+00:00,Bradesco,2026-09-04T07:17:35.831504+00:00
https://bradesco.segurancaempresaweb.pro/,https://bradesco.segurancaempresaweb.pro/,segurancaempresaweb.pro,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514999,2026-09-01T12:27:58+00:00,2026-09-01T12:31:59+00:00,Bradesco,2026-09-04T07:17:35.831504+00:00
https://web7portaalkunden.bolojas.pt/portaal/anmeldung/kunden/,https://web7portaalkunden.bolojas.pt/portaal/anmeldung/kunden/,bolojas.pt,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514975,2026-09-01T11:30:25+00:00,2026-09-01T11:41:44+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://browser-dashboard.com/,https://browser-dashboard.com/,browser-dashboard.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514959,2026-09-01T10:47:16+00:00,2026-09-01T10:51:57+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://serv-ntflix.com/,https://serv-ntflix.com/,serv-ntflix.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514957,2026-09-01T10:37:16+00:00,2026-09-01T10:42:58+00:00,Netflix,2026-09-04T07:17:35.831504+00:00
https://oi3kx-g259.k4zlib.top/o/x06st/7324458465226752#selectedbank2&LOADS,https://oi3kx-g259.k4zlib.top/o/x06st/7324458465226752#selectedbank2&LOADS,k4zlib.top,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514953,2026-09-01T10:27:46+00:00,2026-09-01T10:31:58+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://liposas.com/,https://liposas.com/,liposas.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514951,2026-09-01T10:23:19+00:00,2026-09-01T10:31:58+00:00,Amazon.com,2026-09-04T07:17:35.831504+00:00
https://prime.area-eu.com/asx4878,https://prime.area-eu.com/asx4878,area-eu.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514950,2026-09-01T10:22:59+00:00,2026-09-01T10:31:58+00:00,Amazon.com,2026-09-04T07:17:35.831504+00:00
https://allegrolokalnie.pl-986234.lol/oferta/KuKirin-G2-MASTER-2025-2,https://allegrolokalnie.pl-986234.lol/oferta/KuKirin-G2-MASTER-2025-2,pl-986234.lol,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514936,2026-09-01T10:01:52+00:00,2026-09-01T10:12:03+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
http://allegro.lokalna-8487391.sbs,http://allegro.lokalna-8487391.sbs,lokalna-8487391.sbs,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514932,2026-09-01T09:57:57+00:00,2026-09-01T10:02:30+00:00,Allegro,2026-09-04T07:17:35.831504+00:00
https://rtsfdr667221.pro/,https://rtsfdr667221.pro/,rtsfdr667221.pro,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514928,2026-09-01T09:42:44+00:00,2026-09-01T09:51:54+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://societegeneraleinfo.com/,https://societegeneraleinfo.com/,societegeneraleinfo.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514923,2026-09-01T09:30:46+00:00,2026-09-01T09:42:04+00:00,Soci̩t̩ G̩n̩rale,2026-09-04T07:17:35.831504+00:00
https://certcodeinfo-lbp.com/pages/desktop/securite/index.php,https://certcodeinfo-lbp.com/pages/desktop/securite/index.php,certcodeinfo-lbp.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514905,2026-09-01T09:03:36+00:00,2026-09-01T09:12:06+00:00,La Banque Postale,2026-09-04T07:17:35.831504+00:00
https://secupassinfo-caissedep.com/pages/desktop/securite/index.php,https://secupassinfo-caissedep.com/pages/desktop/securite/index.php,secupassinfo-caissedep.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514897,2026-09-01T08:54:45+00:00,2026-09-01T09:02:16+00:00,Other,2026-09-04T07:17:35.831504+00:00
https://secupassinfo-ca.com/pages/desktop/securite/index.php,https://secupassinfo-ca.com/pages/desktop/securite/index.php,secupassinfo-ca.com,phishtank_fresh_2026_09_04,phishing,1,phishing,yes,9514888,2026-09-01T08:44:10+00:00,2026-09-01T08:52:01+00:00,Other,2026-09-04T07:17:35.831504+00:00
