url,original_url,registrable_domain,source,source_category,binary_label,scam_category,original_label
http://allegrolokalnie.nr-23843idms23.click/,http://allegrolokalnie.nr-23843idms23.click,nr-23843idms23.click,phishtank,phishing,1,phishing,yes
https://shoppingsalewa.shop/,https://shoppingsalewa.shop/,shoppingsalewa.shop,scamferret,online_shopping,1,online_shopping,scam
https://cryptostockfinance.com/,https://cryptostockfinance.com/,cryptostockfinance.com,scamferret,investment,1,investment,scam
https://successtrademill.com/,https://successtrademill.com/,successtrademill.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev/6403.html,https://pub-ecd6830f8cf647b08e6b49e6e4d19796.r2.dev/6403.html,r2.dev,scamferret,technical_support,1,technical_support,scam
https://www.landzdown.com/,https://www.landzdown.com/,landzdown.com,scamferret,technical_support,0,legitimate,legitimate
http://irsgovtax.xyz/,http://irsgovtax.xyz/,irsgovtax.xyz,phishtank,phishing,1,phishing,yes
https://www.nineraiment.com/,https://www.nineraiment.com,nineraiment.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://socialxchangehandel.org/,https://socialxchangehandel.org/,socialxchangehandel.org,scamferret,investment,1,investment,scam
http://stakeripple.com/,http://stakeripple.com/,stakeripple.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://vind-suppp-sdfvbnmkuytrd-12345rd-al5.s3.us-east-2.amazonaws.com/Win/index.html?tk=ncCIL8vzHoUS7Q9D3fp1gtVMXZT6mOAl,https://vind-suppp-sdfvbnmkuytrd-12345rd-al5.s3.us-east-2.amazonaws.com/Win/index.html?tk=ncCIL8vzHoUS7Q9D3fp1gtVMXZT6mOAl,amazonaws.com,scamferret,technical_support,1,technical_support,scam
https://www.commissarybbq.com/,https://www.commissarybbq.com/,commissarybbq.com,scamferret,online_shopping,0,legitimate,legitimate
https://ia.xxdfsw.cam/,https://ia.xxdfsw.cam/,xxdfsw.cam,phishtank,phishing,1,phishing,yes
https://www.bicycle-clearance.com/,https://www.bicycle-clearance.com,bicycle-clearance.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://wfarmersinvestment.com/,https://wfarmersinvestment.com/,wfarmersinvestment.com,scamferret,investment,1,investment,scam
https://pointbillfinance.com/,https://pointbillfinance.com/,pointbillfinance.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://windsspptman.github.io/eshoppop/W01in0sNw0Sa2Er087/index.html,https://windsspptman.github.io/eshoppop/W01in0sNw0Sa2Er087/index.html,github.io,scamferret,technical_support,1,technical_support,scam
https://www.compressport.com/inter/en,https://www.compressport.com/inter/en,compressport.com,mendeley,online_shopping,0,legitimate,legitimate
https://www.gov-parkingsu.cyou/com,https://www.gov-parkingsu.cyou/com,gov-parkingsu.cyou,phishtank,phishing,1,phishing,yes
https://www.dirksen-container.com/,https://www.dirksen-container.com,dirksen-container.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://connectspread.live/,https://connectspread.live/,connectspread.live,scamferret,investment,1,investment,scam
https://norwishmultitrade.com/,https://norwishmultitrade.com/,norwishmultitrade.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://ragiojaerghe8rhgfoskbgjaeioreghgeiorg.azurewebsites.net/,https://ragiojaerghe8rhgfoskbgjaeioreghgeiorg.azurewebsites.net/#,azurewebsites.net,scamferret,technical_support,1,technical_support,scam
https://artificialtrees.ie/,https://artificialtrees.ie,artificialtrees.ie,mendeley,online_shopping,0,legitimate,legitimate
https://apisslinternet.xyz/Iservice/service/pages/login.php,https://apisslinternet.xyz/Iservice/service/pages/login.php,apisslinternet.xyz,phishtank,phishing,1,phishing,yes
https://www.civicgreat.club/,https://www.civicgreat.club,civicgreat.club,mendeley,online_shopping,1,online_shopping,fraudulent
https://revolutionfsl.com/,https://revolutionfsl.com/,revolutionfsl.com,scamferret,investment,1,investment,scam
https://minopritrades.com/,https://minopritrades.com/,minopritrades.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://maryland529.com/,https://maryland529.com/,maryland529.com,scamferret,investment,0,legitimate,legitimate
https://booking.thelifesports.in/assets/scss/icons/flag-icon-css,https://booking.thelifesports.in/assets/scss/icons/flag-icon-css,thelifesports.in,phishtank,phishing,1,phishing,yes
https://www.manypowertools.com/,https://www.manypowertools.com,manypowertools.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://deluxefletcherstrade.com/,https://deluxefletcherstrade.com/,deluxefletcherstrade.com,scamferret,investment,1,investment,scam
https://orbitnitro.com/,https://orbitnitro.com/,orbitnitro.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.zalando.co.uk/,https://www.zalando.co.uk,zalando.co.uk,mendeley,online_shopping,0,legitimate,legitimate
http://allegro.lokalna-oferta3123.sbs/,http://allegro.lokalna-oferta3123.sbs,lokalna-oferta3123.sbs,phishtank,phishing,1,phishing,yes
https://cmpfoot.shop/,https://cmpfoot.shop/,cmpfoot.shop,scamferret,online_shopping,1,online_shopping,scam
https://growth-trades.live/,https://growth-trades.live/,growth-trades.live,scamferret,investment,1,investment,scam
https://etrush-investpro.com/,https://etrush-investpro.com/,etrush-investpro.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://riccardomarcora.com/,https://riccardomarcora.com/,riccardomarcora.com,scamferret,cryptocurrency,0,legitimate,legitimate
https://brilliantsystem.biz/images/about/,https://brilliantsystem.biz/images/about/,brilliantsystem.biz,phishtank,phishing,1,phishing,yes
https://lekarnaslo.com/,https://lekarnaslo.com,lekarnaslo.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://growbitinv.net/,https://growbitinv.net/,growbitinv.net,scamferret,investment,1,investment,scam
https://best-profit.world/,https://best-profit.world/,best-profit.world,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.berkeleycap.com/,https://www.berkeleycap.com/,berkeleycap.com,scamferret,investment,0,legitimate,legitimate
http://allegrolokalnie.pl5829462.lat/oferta/playstation-5-pro-zestaw-komplet,http://allegrolokalnie.pl5829462.lat/oferta/playstation-5-pro-zestaw-komplet,pl5829462.lat,phishtank,phishing,1,phishing,yes
https://www.apharmacie.com/,https://www.apharmacie.com,apharmacie.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://ciphercrestcapital.com/,https://ciphercrestcapital.com/,ciphercrestcapital.com,scamferret,investment,1,investment,scam
https://intelliwealthgroup.org/,https://intelliwealthgroup.org/,intelliwealthgroup.org,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.ulismotorradladen.de/startseite.aspx,https://www.ulismotorradladen.de/startseite.aspx,ulismotorradladen.de,scamferret,technical_support,0,legitimate,legitimate
https://accoun.vrwihoi.cn/9bds5loj96,https://accoun.vrwihoi.cn/9bds5loj96,vrwihoi.cn,phishtank,phishing,1,phishing,yes
https://simplyfurnit.com/,https://simplyfurnit.com/,simplyfurnit.com,scamferret,online_shopping,1,online_shopping,scam
https://phantomminers.online/,https://phantomminers.online/,phantomminers.online,scamferret,investment,1,investment,scam
https://the-coin-gpt.com/,https://the-coin-gpt.com/,the-coin-gpt.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.fuerstenberg-porzellan.com/,https://www.fuerstenberg-porzellan.com,fuerstenberg-porzellan.com,mendeley,online_shopping,0,legitimate,legitimate
https://raphael.direct4572155.pro/,https://raphael.direct4572155.pro,direct4572155.pro,phishtank,phishing,1,phishing,yes
https://www.fadclothesus.com/,https://www.fadclothesus.com,fadclothesus.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://gkfxprimefx.com/index.html,https://gkfxprimefx.com/index.html,gkfxprimefx.com,scamferret,investment,1,investment,scam
https://dicestradex.live/,https://dicestradex.live/,dicestradex.live,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.hotelchocolat.com/u,https://www.hotelchocolat.com/u,hotelchocolat.com,mendeley,online_shopping,0,legitimate,legitimate
https://2uhgy3.cfd/1ul311yx/G0trut/ovlzZZ,https://2uhgy3.cfd/1ul311yx/G0trut/ovlzZZ,2uhgy3.cfd,phishtank,phishing,1,phishing,yes
https://outdoorlivshop.com/,https://outdoorlivshop.com/,outdoorlivshop.com,scamferret,online_shopping,1,online_shopping,scam
https://cryptohive.pro/,https://cryptohive.pro/,cryptohive.pro,scamferret,investment,1,investment,scam
https://peonitrose.com/,https://peonitrose.com/,peonitrose.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://dakiheaven.eu/,https://dakiheaven.eu,dakiheaven.eu,mendeley,online_shopping,0,legitimate,legitimate
https://nl-template-bloemist-17316667085316.onepage.website/,https://nl-template-bloemist-17316667085316.onepage.website/,onepage.website,phishtank,phishing,1,phishing,yes
https://www.menstorewear.com/,https://www.menstorewear.com,menstorewear.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://global-investltd.com/,https://global-investltd.com/,global-investltd.com,scamferret,investment,1,investment,scam
https://cloudbeth-trade.com/,https://cloudbeth-trade.com/,cloudbeth-trade.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.brushwithbamboo.com/,https://www.brushwithbamboo.com/,brushwithbamboo.com,scamferret,online_shopping,0,legitimate,legitimate
https://ser.cn-ssl-okooo.com/m/,https://ser.cn-ssl-okooo.com/m/,cn-ssl-okooo.com,phishtank,phishing,1,phishing,yes
https://www.cutshopcentral.com/,https://www.cutshopcentral.com,cutshopcentral.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://blitfx.com/,https://blitfx.com/,blitfx.com,scamferret,investment,1,investment,scam
https://easyearningfx.com/,https://easyearningfx.com/,easyearningfx.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.rtmcomposites.com/,https://www.rtmcomposites.com/,rtmcomposites.com,scamferret,technical_support,0,legitimate,legitimate
https://kidsorthopedic.com/?gclid=CjwKCAjwsvujBhAXEiwA_UXnALyvPVhaQR3sDXlwMlhzzv92ndkogkJeho75PrM-IC_qKS5Ph_gp-RoCc2sQAvD_BwE,https://kidsorthopedic.com/?gclid=CjwKCAjwsvujBhAXEiwA_UXnALyvPVhaQR3sDXlwMlhzzv92ndkogkJeho75PrM-IC_qKS5Ph_gp-RoCc2sQAvD_BwE,kidsorthopedic.com,phishtank,phishing,1,phishing,yes
https://trinitylivestockfarm.co.za/,https://trinitylivestockfarm.co.za,trinitylivestockfarm.co.za,mendeley,online_shopping,1,online_shopping,fraudulent
https://digitrontrade.com/,https://digitrontrade.com/,digitrontrade.com,scamferret,investment,1,investment,scam
https://give-sea.com/,https://give-sea.com/,give-sea.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.michaelkors.de/,https://www.michaelkors.de,michaelkors.de,mendeley,online_shopping,0,legitimate,legitimate
http://www.pcn-noticie.shop/com/,http://www.pcn-noticie.shop/com/,pcn-noticie.shop,phishtank,phishing,1,phishing,yes
https://www.qualitytophome.com/,https://www.qualitytophome.com,qualitytophome.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://globalprofitpartner.com/,https://globalprofitpartner.com/,globalprofitpartner.com,scamferret,investment,1,investment,scam
https://boomcapital-investment.com/,https://boomcapital-investment.com/,boomcapital-investment.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://bitwol.com/,https://bitwol.com/,bitwol.com,scamferret,cryptocurrency,0,legitimate,legitimate
https://allegrolokalnie.lokalna-666.sbs/,https://allegrolokalnie.lokalna-666.sbs/,lokalna-666.sbs,phishtank,phishing,1,phishing,yes
https://www.makeusapparel.com/,https://www.makeusapparel.com,makeusapparel.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://bulkshacks.net/,https://bulkshacks.net/,bulkshacks.net,scamferret,investment,1,investment,scam
https://basicfuture.top/,https://basicfuture.top/,basicfuture.top,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.obrienswine.ie/,https://www.obrienswine.ie,obrienswine.ie,mendeley,online_shopping,0,legitimate,legitimate
https://www.protajama.com/wp-admin/images/7919381/009998812993934/00198379238372.html,https://www.protajama.com/wp-admin/images/7919381/009998812993934/00198379238372.html,protajama.com,phishtank,phishing,1,phishing,yes
https://www.reality-bikes.com/,https://www.reality-bikes.com,reality-bikes.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://lpmining.buzz/,https://lpmining.buzz/,lpmining.buzz,scamferret,investment,1,investment,scam
https://jurisresolve.com/,https://jurisresolve.com/,jurisresolve.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.mentoradvisers.com/,https://www.mentoradvisers.com/,mentoradvisers.com,scamferret,investment,0,legitimate,legitimate
https://statushelpaccount.com/,https://statushelpaccount.com/,statushelpaccount.com,phishtank,phishing,1,phishing,yes
https://www.b-watches.shop/,https://www.b-watches.shop,b-watches.shop,mendeley,online_shopping,1,online_shopping,fraudulent
https://t15-mininng.net/,https://t15-mininng.net/,t15-mininng.net,scamferret,investment,1,investment,scam
https://fxretailer.com/,https://fxretailer.com/,fxretailer.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://squashgear.com/,https://squashgear.com/,squashgear.com,scamferret,online_shopping,0,legitimate,legitimate
https://empresas.click/componenteSeguranca.php?hash=27685894869f35848d30aa5.44802504,https://empresas.click/componenteSeguranca.php?hash=27685894869f35848d30aa5.44802504,empresas.click,phishtank,phishing,1,phishing,yes
https://www.alfrescodurable.com/,https://www.alfrescodurable.com,alfrescodurable.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://wealth-assets.online/,https://wealth-assets.online/,wealth-assets.online,scamferret,investment,1,investment,scam
https://eth-x2.com/,https://eth-x2.com/,eth-x2.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.alaskanmaker.fr/en,https://www.alaskanmaker.fr/en,alaskanmaker.fr,mendeley,online_shopping,0,legitimate,legitimate
http://mail.alpha-f2e2.fr/,http://mail.alpha-f2e2.fr,alpha-f2e2.fr,phishtank,phishing,1,phishing,yes
https://www.sportyglobe.com/,https://www.sportyglobe.com,sportyglobe.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://vestnob.com/en/,https://vestnob.com/en/,vestnob.com,scamferret,investment,1,investment,scam
https://wealthifyfx.net/,https://wealthifyfx.net/,wealthifyfx.net,scamferret,cryptocurrency,1,cryptocurrency,scam
https://gilmara.lt/,https://gilmara.lt,gilmara.lt,mendeley,online_shopping,0,legitimate,legitimate
https://www.dariusz.cn/login,https://www.dariusz.cn/login,dariusz.cn,phishtank,phishing,1,phishing,yes
https://www.1rx-pharmacy.com/,https://www.1rx-pharmacy.com,1rx-pharmacy.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://bitstckstrad.com/,https://bitstckstrad.com/,bitstckstrad.com,scamferret,investment,1,investment,scam
https://toloka-money.com/,https://toloka-money.com/,toloka-money.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.intersport.cz/,https://www.intersport.cz,intersport.cz,mendeley,online_shopping,0,legitimate,legitimate
http://juridicoempresas.net/,http://juridicoempresas.net,juridicoempresas.net,phishtank,phishing,1,phishing,yes
https://www.toastgrill.de/,https://www.toastgrill.de,toastgrill.de,mendeley,online_shopping,1,online_shopping,fraudulent
https://globalteslaofficial.com/,https://globalteslaofficial.com/,globalteslaofficial.com,scamferret,investment,1,investment,scam
http://www.go-btc.org/,http://www.go-btc.org/,go-btc.org,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.masaltos.com/es,https://www.masaltos.com/es,masaltos.com,mendeley,online_shopping,0,legitimate,legitimate
http://setupellipal.com/,http://setupellipal.com,setupellipal.com,phishtank,phishing,1,phishing,yes
https://www.cosplaysincere.com/,https://www.cosplaysincere.com,cosplaysincere.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://cryptocurrencya.net/,https://cryptocurrencya.net/,cryptocurrencya.net,scamferret,investment,1,investment,scam
https://eth-two.com/,https://eth-two.com/,eth-two.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://egg.fi/,https://egg.fi/,egg.fi,scamferret,cryptocurrency,0,legitimate,legitimate
http://allegro-lokalnie.897879kkk.shop/,http://allegro-lokalnie.897879kkk.shop,897879kkk.shop,phishtank,phishing,1,phishing,yes
https://myworldwatches.com/,https://myworldwatches.com/,myworldwatches.com,scamferret,online_shopping,1,online_shopping,scam
https://fxempire.live/UI/Index.html,https://fxempire.live/UI/Index.html,fxempire.live,scamferret,investment,1,investment,scam
https://providuswealth.online/,https://providuswealth.online/,providuswealth.online,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.mccabespharmacy.com/,https://www.mccabespharmacy.com,mccabespharmacy.com,mendeley,online_shopping,0,legitimate,legitimate
https://pa.cfvgy.cam/,https://pa.cfvgy.cam/,cfvgy.cam,phishtank,phishing,1,phishing,yes
https://www.bikingears.com/,https://www.bikingears.com,bikingears.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://fbs-traders.org/,https://fbs-traders.org/,fbs-traders.org,scamferret,investment,1,investment,scam
https://rockinvestment.one/,https://rockinvestment.one/,rockinvestment.one,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.jdsports.co.uk/,https://www.jdsports.co.uk,jdsports.co.uk,mendeley,online_shopping,0,legitimate,legitimate
https://www.dpdlocahv.top/com/,https://www.dpdlocahv.top/com/,dpdlocahv.top,phishtank,phishing,1,phishing,yes
https://www.cheap-tool.com/,https://www.cheap-tool.com,cheap-tool.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://kochcryptotrade.com//landing/en/,https://kochcryptotrade.com//landing/en/,kochcryptotrade.com,scamferret,investment,1,investment,scam
https://usdt-rc20cloudmining.pro/,https://usdt-rc20cloudmining.pro/,usdt-rc20cloudmining.pro,scamferret,cryptocurrency,1,cryptocurrency,scam
https://kubilas.lt/,https://kubilas.lt,kubilas.lt,mendeley,online_shopping,0,legitimate,legitimate
http://allegrolokalnie.87655.lat/,http://allegrolokalnie.87655.lat,87655.lat,phishtank,phishing,1,phishing,yes
https://nikristianella.com/,https://nikristianella.com/,nikristianella.com,scamferret,online_shopping,1,online_shopping,scam
https://tradesglobalfx.com/,https://tradesglobalfx.com/,tradesglobalfx.com,scamferret,investment,1,investment,scam
http://www.ark.claims/,http://www.ark.claims/,ark.claims,scamferret,cryptocurrency,1,cryptocurrency,scam
https://customerfx.com/,https://customerfx.com/,customerfx.com,scamferret,technical_support,0,legitimate,legitimate
https://1t265t.hair/gqdn1ziy/kgRlUX/pSkIlz,https://1t265t.hair/gqdn1ziy/kgRlUX/pSkIlz,1t265t.hair,phishtank,phishing,1,phishing,yes
https://coco-kick.cc/,https://coco-kick.cc,coco-kick.cc,mendeley,online_shopping,1,online_shopping,fraudulent
https://intlfxtrading.com/,https://intlfxtrading.com/,intlfxtrading.com,scamferret,investment,1,investment,scam
https://tradebulls.club/,https://tradebulls.club/,tradebulls.club,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.datawest.com/,https://www.datawest.com/,datawest.com,scamferret,technical_support,0,legitimate,legitimate
http://allegro.pl-oferta5821989.shop/,http://allegro.pl-oferta5821989.shop,pl-oferta5821989.shop,phishtank,phishing,1,phishing,yes
https://www.diekuchetoolrabatt.com/,https://www.diekuchetoolrabatt.com,diekuchetoolrabatt.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://orlenxfinance.ltd/,https://orlenxfinance.ltd/,orlenxfinance.ltd,scamferret,investment,1,investment,scam
https://forexfinanceinvestment.com/,https://forexfinanceinvestment.com/,forexfinanceinvestment.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.cosmic.org.uk/,https://www.cosmic.org.uk/,cosmic.org.uk,scamferret,technical_support,0,legitimate,legitimate
https://allegro.pry6128h0j0j0jjh984.shop/,https://allegro.pry6128h0j0j0jjh984.shop,pry6128h0j0j0jjh984.shop,phishtank,phishing,1,phishing,yes
https://buypills.online/,https://buypills.online,buypills.online,mendeley,online_shopping,1,online_shopping,fraudulent
https://hugostradewif.com/,https://hugostradewif.com/,hugostradewif.com,scamferret,investment,1,investment,scam
https://thebitcoinstorm.net/,https://thebitcoinstorm.net/,thebitcoinstorm.net,scamferret,cryptocurrency,1,cryptocurrency,scam
https://theamisycompany.com/,https://theamisycompany.com,theamisycompany.com,mendeley,online_shopping,0,legitimate,legitimate
https://login.fengdunjiudian.com/?SVLu4eakW6mJ&amp;type=vpoint,https://login.fengdunjiudian.com/?SVLu4eakW6mJ&amp;type=vpoint,fengdunjiudian.com,phishtank,phishing,1,phishing,yes
https://magyarviagra.com/,https://magyarviagra.com,magyarviagra.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://elitehillshareholding.com/en/,https://elitehillshareholding.com/en/,elitehillshareholding.com,scamferret,investment,1,investment,scam
https://coinmatrixtrade.com/,https://coinmatrixtrade.com/,coinmatrixtrade.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.garrafas-e-frascos.pt/,https://www.garrafas-e-frascos.pt,garrafas-e-frascos.pt,mendeley,online_shopping,0,legitimate,legitimate
https://jp.voteg6g1.baby/art?id=10001&amp;vid=,https://jp.voteg6g1.baby/art?id=10001&amp;vid=,voteg6g1.baby,phishtank,phishing,1,phishing,yes
https://bebeorgan.com/,https://bebeorgan.com/,bebeorgan.com,scamferret,online_shopping,1,online_shopping,scam
https://blueskywelth.com/,https://blueskywelth.com/,blueskywelth.com,scamferret,investment,1,investment,scam
https://simplefxtradingcrypto.com/,https://simplefxtradingcrypto.com/,simplefxtradingcrypto.com,scamferret,cryptocurrency,1,cryptocurrency,scam
https://www.bestbuyautoequipment.com/Default.asp,https://www.bestbuyautoequipment.com/Default.asp,bestbuyautoequipment.com,scamferret,online_shopping,0,legitimate,legitimate
https://bassbodyfuel.com/nz/airnewzealand/,https://bassbodyfuel.com/nz/airnewzealand/,bassbodyfuel.com,phishtank,phishing,1,phishing,yes
https://www.accessoriesbetter.com/,https://www.accessoriesbetter.com,accessoriesbetter.com,mendeley,online_shopping,1,online_shopping,fraudulent
https://invai.org/,https://invai.org/,invai.org,scamferret,investment,1,investment,scam
https://hugovest.com/,https://hugovest.com/,hugovest.com,scamferret,cryptocurrency,1,cryptocurrency,scam
