url,original_url,registrable_domain,source,source_category,binary_label,scam_category,original_label,live_status,audit_timestamp,h_url_length,h_hostname_length,h_domain_length,h_path_length,h_query_length,h_fragment_length,h_dot_count,h_hyphen_count,h_digit_count,h_special_character_count,h_underscore_count,h_at_symbol_count,h_percent_encoded_count,h_subdomain_count,h_has_ip_address,h_parameter_count,h_repeated_character_count,h_suspicious_token_count,h_has_suspicious_extension,h_domain_is_long,h_url_is_long,h_subdomain_count_domain,h_is_ip_hostname,h_dns_resolved,h_a_count,h_aaaa_count,h_mx_count,h_ns_count,h_has_a_record,h_has_aaaa_record,h_has_mx_record,h_has_ns_record,h_rdap_available,h_domain_age_days,h_uses_https,h_tls_connection_success,h_certificate_present,h_certificate_valid_now,h_certificate_expired,h_hostname_match,h_days_until_expiry,h_certificate_lifetime_days,h_http_request_success,h_http_status_code,h_http_redirect_count,h_http_downloaded_bytes,h_http_response_too_large,h_http_content_type_allowed,h_form_count,h_password_field_count,h_payment_field_count,h_hidden_input_count,h_iframe_count,h_script_count,h_hidden_element_count,h_link_count,h_internal_link_count,h_external_link_count,h_external_link_ratio,h_form_action_count,h_empty_form_action_count,h_javascript_form_action_count,h_external_form_action_count,h_suspicious_form_action_count,h_meta_refresh_count,h_has_meta_refresh,h_suspicious_keyword_count,h_urgency_keyword_count,h_crypto_keyword_count,h_login_keyword_count,h_payment_keyword_count,h_has_password_field,h_has_payment_field,h_has_iframe,h_has_external_form_action,b_redirect_count,b_cross_domain_redirect_count,b_popup_count,b_dialog_count,b_automatic_navigation_count,b_has_automatic_navigation,b_total_request_count,b_external_request_count,b_external_request_ratio,b_blocked_request_count,b_state_changing_request_attempt_count,b_download_attempt_count,b_dom_mutation_count,b_form_action_change_count,b_dynamic_form_count,b_title_change_count,b_has_title_change,b_countdown_detected,b_page_error_count,b_failed_request_count,split
https://pub-864dbfd3824c4fdc9fc9b3a1bcace7e0.r2.dev/180.html,https://pub-864dbfd3824c4fdc9fc9b3a1bcace7e0.r2.dev/180.html,r2.dev,scamferret,technical_support,1,technical_support,scam,accessible,2026-08-30T12:39:29.211403+00:00,60.0,43.0,6.0,9.0,0.0,0.0,3.0,1.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,38.0,89.0,1.0,200.0,0.0,32419.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,0.172414,2.0,2.0,0.0,73.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,training
https://cozumelliving.com/,https://cozumelliving.com/,cozumelliving.com,scamferret,investment,0,legitimate,legitimate,accessible,2026-08-30T12:39:41.009920+00:00,26.0,17.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,65.0,90.0,1.0,200.0,0.0,218353.0,0.0,1.0,3.0,1.0,0.0,10.0,1.0,48.0,32.0,105.0,81.0,13.0,0.138298,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,28.0,0.210526,0.0,0.0,0.0,29.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,training
https://wix-l.in/k-4ho35tQg,https://wix-l.in/k-4ho35tQg,wix-l.in,phishtank,phishing,1,phishing,yes,accessible,2026-08-30T12:39:56.937135+00:00,27.0,8.0,8.0,11.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,68.0,90.0,1.0,200.0,1.0,753.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,training
https://www.family-pills.com/,https://www.family-pills.com,family-pills.com,mendeley,online_shopping,1,online_shopping,fraudulent,accessible,2026-08-30T12:40:19.711869+00:00,29.0,20.0,16.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,89.0,89.0,1.0,200.0,0.0,38107.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,189.0,185.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,3.0,0.038961,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,training
https://www.grahamtastic.org/,https://www.grahamtastic.org/,grahamtastic.org,scamferret,technical_support,0,legitimate,legitimate,accessible,2026-08-30T12:40:26.145090+00:00,29.0,20.0,16.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,89.0,89.0,1.0,200.0,0.0,673866.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,62.0,4.0,40.0,33.0,6.0,0.153846,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,181.0,0.978378,22.0,22.0,0.0,105.0,0.0,0.0,1.0,1.0,1.0,0.0,23.0,training
https://q-r.to/bfOBL0,https://q-r.to/bfOBL0,q-r.to,phishtank,phishing,1,phishing,yes,accessible,2026-08-30T12:40:28.440943+00:00,21.0,6.0,6.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,126.0,197.0,1.0,200.0,0.0,1936.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,training
https://www.getzoo.de/,https://www.getzoo.de,getzoo.de,mendeley,online_shopping,0,legitimate,legitimate,accessible,2026-08-30T12:40:34.471255+00:00,22.0,13.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,84.0,90.0,1.0,200.0,0.0,617209.0,0.0,1.0,17.0,0.0,0.0,120.0,0.0,31.0,65.0,190.0,170.0,15.0,0.081081,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,15.0,0.142857,3.0,3.0,0.0,373.0,0.0,50.0,1.0,1.0,1.0,0.0,3.0,training
https://xmyrkhbwjkes.com∕xmyrkhbwjkes∕xmyrkhbwjkes∕xmyrkhbwjkes@mango-odut-5bxb.345fq3e7.workers.dev/,https://xmyrkhbwjkes.com∕xmyrkhbwjkes∕xmyrkhbwjkes∕xmyrkhbwjkes@mango-odut-5bxb.345fq3e7.workers.dev/,workers.dev,phishtank,phishing,1,phishing,yes,accessible,2026-08-30T12:40:36.927464+00:00,101.0,36.0,11.0,1.0,0.0,0.0,4.0,2.0,6.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,51.0,90.0,1.0,200.0,1.0,34695.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,11.0,1.0,50.0,33.0,17.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,80.0,52.0,0.65,14.0,14.0,0.0,93.0,0.0,0.0,1.0,1.0,1.0,0.0,14.0,training
https://germanysolingen.com/en,https://germanysolingen.com/en,germanysolingen.com,mendeley,online_shopping,0,legitimate,legitimate,accessible,2026-08-30T12:41:00.268147+00:00,30.0,19.0,19.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,38.0,89.0,1.0,200.0,0.0,177694.0,0.0,1.0,4.0,0.0,0.0,16.0,1.0,56.0,4.0,90.0,85.0,1.0,0.011628,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,77.0,0.484277,34.0,34.0,0.0,57.0,1.0,0.0,1.0,1.0,1.0,5.0,35.0,training
https://vistatradecapital.com/,https://vistatradecapital.com/,vistatradecapital.com,scamferret,investment,1,investment,scam,accessible,2026-08-30T12:41:06.147164+00:00,30.0,21.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,55.0,89.0,1.0,200.0,0.0,87839.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,20.0,17.0,66.0,31.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,14.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,52.0,0.504854,5.0,5.0,0.0,645.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,training
